================================================================================
Active Author Analysis Report (All conferences)
================================================================================

Criteria:
  - At least 2 first OR last author positions, OR
  - At least 4 middle author positions

Total papers: 46,004
Total unique authors: 82,387
Active authors: 20,170 (24.5%)
Inactive authors: 62,217 (75.5%)

================================================================================
Active Authors (sorted by total papers)
================================================================================

Rank     Author Name                                        Total    First    Last     Middle  
17051    Patrick Rubin-Delanchy                             3        0        2        1       
17052    Hongyin Zhang                                      3        2        0        1       
17053    Jonathon Hare                                      3        0        3        0       
17054    Rafael Gomez-Bombarelli                            3        0        3        0       
17055    Michael Matthews                                   3        2        0        1       
17056    Yinshuang Xu                                       3        2        0        1       
17057    Ti-Rong Wu                                         3        1        2        0       
17058    Vladimir Fanaskov                                  3        2        0        1       
17059    Daniel Kifer                                       3        0        2        1       
17060    Runyu Lu                                           3        2        0        1       
17061    Abbas Rahimi                                       3        0        3        0       
17062    Gouki Minegishi                                    3        2        0        1       
17063    Kajetan Schweighofer                               3        2        0        1       
17064    Bingrui Li                                         3        2        0        1       
17065    Yuji Roh                                           3        2        0        1       
17066    Zongyi Li                                          3        2        0        1       
17067    Mingrui Wu                                         3        2        0        1       
17068    Florence d'Alché-Buc                               3        0        2        1       
17069    Danica Kragic                                      3        0        3        0       
17070    Maxence Faldor                                     3        2        0        1       
17071    Antoine Cully                                      3        0        2        1       
17072    Jaya Narain                                        3        0        2        1       
17073    Martina G. Vilas                                   3        2        0        1       
17074    Fusheng Liu                                        3        2        0        1       
17075    Simon Olsson                                       3        0        2        1       
17076    Can Jin                                            3        2        0        1       
17077    Çağlar Hızlı                                       3        3        0        0       
17078    Louis Grenioux                                     3        2        0        1       
17079    Sungyoon Kim                                       3        2        0        1       
17080    Aaron Mishkin                                      3        2        0        1       
17081    Katherine Bouman                                   3        0        2        1       
17082    Weronika Ormaniec                                  3        2        0        1       
17083    Mohamad Amin Mohamadi                              3        2        0        1       
17084    Zhizhen Zhao                                       3        0        3        0       
17085    Ganyu Wang                                         3        3        0        0       
17086    Dung Nguyen                                        3        2        0        1       
17087    Chinmaya Kausik                                    3        3        0        0       
17088    Seung-Woo Seo                                      3        0        3        0       
17089    Zipeng Xiao                                        3        2        0        1       
17090    Leo Gao                                            3        2        0        1       
17091    Nathaniel Trask                                    3        0        2        1       
17092    Grant M. Rotskoff                                  3        0        2        1       
17093    Chandra Sekhar Mukherjee                           3        3        0        0       
17094    Xize Liang                                         3        2        0        1       
17095    Qiujie Xie                                         3        2        0        1       
17096    Minghui Chen                                       3        2        0        1       
17097    Noga Mudrik                                        3        2        0        1       
17098    Lilian Weng                                        3        0        2        1       
17099    Yair Zick                                          3        0        2        1       
17100    Kaya Stechly                                       3        2        0        1       
17101    Tal Wagner                                         3        2        1        0       
17102    Ezekiel Williams                                   3        2        0        1       
17103    Lifeng Lai                                         3        0        2        1       
17104    Wenjing Chen                                       3        2        0        1       
17105    Antonios Antoniadis                                3        3        0        0       
17106    Florence Forbes                                    3        0        3        0       
17107    Berken Utku Demirel                                3        3        0        0       
17108    Joel Hestness                                      3        0        3        0       
17109    Zian Li                                            3        3        0        0       
17110    Jindong Chen                                       3        0        3        0       
17111    Tongtian Zhu                                       3        2        0        1       
17112    Claudia Clopath                                    3        0        2        1       
17113    Mohammad Mozaffari                                 3        3        0        0       
17114    Maryam Mehri Dehnavi                               3        0        3        0       
17115    Marc Langheinrich                                  3        0        3        0       
17116    Haozhe Ma                                          3        3        0        0       
17117    Tze-Yun Leong                                      3        0        3        0       
17118    Vivienne Huiling Wang                              3        2        0        1       
17119    Muzhi Li                                           3        2        0        1       
17120    GUOJUN XIONG                                       3        3        0        0       
17121    Chentao Cao                                        3        2        0        1       
17122    Joshua Southern                                    3        3        0        0       
17123    Tianyi Bao                                         3        3        0        0       
17124    Roberto Colomboni                                  3        0        3        0       
17125    Luca M. Schulze Buschoff                           3        2        0        1       
17126    Guanyu Nie                                         3        2        0        1       
17127    Haonan Yuan                                        3        2        0        1       
17128    Adil Salim                                         3        0        3        0       
17129    Mathis Rocton                                      3        0        2        1       
17130    Jan Betley                                         3        2        0        1       
17131    Hengyu Fu                                          3        3        0        0       
17132    Arash Mehrjou                                      3        0        2        1       
17133    Jayden Teoh                                        3        2        0        1       
17134    Bochen Lyu                                         3        2        0        1       
17135    Byoungwoo Park                                     3        2        0        1       
17136    Yury Demidovich                                    3        3        0        0       
17137    Charlie Blake                                      3        2        0        1       
17138    Douglas Orr                                        3        0        2        1       
17139    Xinhao Zheng                                       3        2        0        1       
17140    Xiuyuan Hu                                         3        2        1        0       
17141    Yushun Zhang                                       3        2        0        1       
17142    Shobhita Sundaram                                  3        2        0        1       
17143    Huanjian Zhou                                      3        3        0        0       
17144    Richeng Jin                                        3        2        0        1       
17145    Wenjing Yan                                        3        3        0        0       
17146    Jennie Si                                          3        0        3        0       
17147    Lingwei Zhu                                        3        3        0        0       
17148    Qiong Wu                                           3        2        0        1       
17149    Scott Fujimoto                                     3        2        0        1       
17150    Noah Amsel                                         3        2        0        1       
17151    Omar Chehab                                        3        2        1        0       
17152    Sabine Muzellec                                    3        2        0        1       
17153    Rufin VanRullen                                    3        0        2        1       
17154    Jiaqi W. Ma                                        3        0        3        0       
17155    Hao Bai                                            3        2        0        1       
17156    Balázs Kégl                                        3        0        3        0       
17157    Yunchao Zhang                                      3        2        0        1       
17158    Binghui Li                                         3        3        0        0       
17159    Qianlan Yang                                       3        2        0        1       
17160    Jiarui Jin                                         3        3        0        0       
17161    Jaron Maene                                        3        3        0        0       
17162    Benjamin Holzschuh                                 3        2        0        1       
17163    Hongseok Namkoong                                  3        0        3        0       
17164    Ghada Sokar                                        3        2        0        1       
17165    Yanan Sui                                          3        0        3        0       
17166    Yong-Hyun Park                                     3        3        0        0       
17167    Anil Kumar Vullikanti                              3        0        2        1       
17168    Taoran Fang                                        3        3        0        0       
17169    Lynn Chua                                          3        2        0        1       
17170    Rafal Karczewski                                   3        3        0        0       
17171    Nikolaos Tsilivis                                  3        2        0        1       
17172    Po-han Li                                          3        2        0        1       
17173    Jingyi Cui                                         3        2        0        1       
17174    Sebastian Lehner                                   3        0        3        0       
17175    Christophe Roux                                    3        2        0        1       
17176    Milad Sefidgaran                                   3        3        0        0       
17177    Andrew Craig Cullen                                3        2        0        1       
17178    Amin Nejatbakhsh                                   3        3        0        0       
17179    Constantinos Costis Daskalakis                     3        1        2        0       
17180    Sangyun Lee                                        3        3        0        0       
17181    Wojciech Szpankowski                               3        0        3        0       
17182    Yazid Janati                                       3        2        0        1       
17183    Patrick Seifner                                    3        2        0        1       
17184    Yanxiang Ma                                        3        2        0        1       
17185    Benedikt Alkin                                     3        3        0        0       
17186    Geoffrey A. Chua                                   3        0        3        0       
17187    Jung-hun Kim                                       3        3        0        0       
17188    Shikuang Deng                                      3        2        0        1       
17189    Milad Khademi Nori                                 3        3        0        0       
17190    Mingquan Feng                                      3        3        0        0       
17191    Qinshuo Liu                                        3        2        0        1       
17192    Anirudh Sundara Rajan                              3        2        0        1       
17193    Xinchen Zhang                                      3        2        0        1       
17194    Jaeho Kim                                          3        3        0        0       
17195    Hyuna Cho                                          3        3        0        0       
17196    Yossi Matias                                       3        0        2        1       
17197    Mark Beaumont                                      3        0        2        1       
17198    Soochan Lee                                        3        2        0        1       
17199    Han Shen                                           3        3        0        0       
17200    Erik Miehling                                      3        2        0        1       
17201    Shengran Hu                                        3        2        0        1       
17202    Tal Amir                                           3        2        0        1       
17203    Guillermo Sapiro                                   3        0        2        1       
17204    Hamidreza Kamkari                                  3        2        0        1       
17205    Shih-Yang Liu                                      3        2        0        1       
17206    Przemysław Spurek                                  3        0        3        0       
17207    Zhenyu Liao                                        3        0        2        1       
17208    Kalle Kujanpää                                     3        2        0        1       
17209    Akhilan Boopathy                                   3        2        0        1       
17210    Walter Gerych                                      3        2        0        1       
17211    Arto Maranjyan                                     3        2        0        1       
17212    Yann Dauphin                                       3        0        2        1       
17213    Alvin Heng                                         3        2        0        1       
17214    Christian Coester                                  3        0        2        1       
17215    Amit Attia                                         3        3        0        0       
17216    Quentin Berthet                                    3        0        2        1       
17217    Sanjoy Dasgupta                                    3        2        0        1       
17218    Niclas Boehmer                                     3        3        0        0       
17219    Victor Boone                                       3        3        0        0       
17220    Gecia Bravo-Hermsdorff                             3        2        0        1       
17221    Andres Munoz Medina                                3        0        2        1       
17222    Damien Garreau                                     3        0        2        1       
17223    Saptarshi Roy                                      3        2        0        1       
17224    Zhijian Duan                                       3        2        0        1       
17225    Jannis Born                                        3        0        2        1       
17226    Justin Cui                                         3        3        0        0       
17227    Stathi Fotiadis                                    3        2        0        1       
17228    Sami Davies                                        3        3        0        0       
17229    Yuyan Wang                                         3        0        3        0       
17230    Chang Deng                                         3        3        0        0       
17231    Victor Dheur                                       3        2        0        1       
17232    Souhaib Ben Taieb                                  3        0        2        1       
17233    Peiyan Dong                                        3        3        0        0       
17234    Juncheng Dong                                      3        2        0        1       
17235    Ron Dorfman                                        3        2        0        1       
17236    Morteza Zadimoghaddam                              3        0        3        0       
17237    Benjamin Dupuis                                    3        2        0        1       
17238    Tal Lancewicki                                     3        2        0        1       
17239    Yevgeny Seldin                                     3        0        3        0       
17240    Gon Buzaglo                                        3        2        0        1       
17241    Songtao Feng                                       3        2        0        1       
17242    Ashia Camage Wilson                                3        0        3        0       
17243    Quentin Garrido                                    3        2        0        1       
17244    Mehrdad Ghadiri                                    3        3        0        0       
17245    Gaurav Rohit Ghosal                                3        3        0        0       
17246    Jy-Yong Sohn                                       3        0        2        1       
17247    Tim Roughgarden                                    3        0        3        0       
17248    Kaja Gruntkowska                                   3        2        0        1       
17249    Yaming Guo                                         3        3        0        0       
17250    Mladen Kolar                                       3        0        2        1       
17251    Yunlong Hou                                        3        3        0        0       
17252    Zixin Zhong                                        3        0        2        1       
17253    Ignacio Hounie                                     3        3        0        0       
17254    Omer Reingold                                      3        0        2        1       
17255    Zi-Hao Qiu                                         3        2        0        1       
17256    Minyoung Huh                                       3        2        0        1       
17257    Batiste Le Bars                                    3        2        0        1       
17258    Thibaut Issenhuth                                  3        2        0        1       
17259    Andrew Jacobsen                                    3        3        0        0       
17260    Su Jia                                             3        3        0        0       
17261    Takayuki Osogami                                   3        0        2        1       
17262    Sanjay Kariyappa                                   3        2        0        1       
17263    Ilya Kaufman                                       3        3        0        0       
17264    Jinuk Kim                                          3        3        0        0       
17265    Kyowoon Lee                                        3        2        0        1       
17266    Yuri Kinoshita                                     3        2        0        1       
17267    Michael Kirchhof                                   3        3        0        0       
17268    Alexandra Carpentier                               3        0        2        1       
17269    Heiner Kremer                                      3        2        0        1       
17270    Jens Lagergren                                     3        0        2        1       
17271    Steinar Laenen                                     3        3        0        0       
17272    Clément Lalanne                                    3        3        0        0       
17273    Connor Lawless                                     3        2        0        1       
17274    Shai Ben-David                                     3        2        1        0       
17275    Orin Levy                                          3        3        0        0       
17276    Zechu Li                                           3        2        0        1       
17277    Alessandro Rinaldo                                 3        0        3        0       
17278    Yanfei Zhou                                        3        2        0        1       
17279    Hongyi Ling                                        3        2        0        1       
17280    Chen Ling                                          3        2        0        1       
17281    Wang Chi Cheung                                    3        1        2        0       
17282    Liheng Ma                                          3        2        0        1       
17283    Huan Ma                                            3        2        0        1       
17284    Stelios Triantafyllou                              3        2        0        1       
17285    Paul Mangold                                       3        3        0        0       
17286    Pascal Germain                                     3        0        3        0       
17287    Marius Zeinhofer                                   3        0        3        0       
17288    Aaditya Naik                                       3        2        0        1       
17289    Mahdi Nikdan                                       3        2        0        1       
17290    Junsoo Oh                                          3        2        0        1       
17291    Alexander Pan                                      3        2        0        1       
17292    Kunjal Panchal                                     3        3        0        0       
17293    Deep Shankar Pandey                                3        2        0        1       
17294    Qi Pang                                            3        2        0        1       
17295    Cheolwoo Park                                      3        0        3        0       
17296    Zhengqi Pei                                        3        3        0        0       
17297    Ludovic Stephan                                    3        0        2        1       
17298    Aleksandr Podkopaev                                3        3        0        0       
17299    Stephen Baccus                                     3        0        2        1       
17300    Drew Prinster                                      3        3        0        0       
17301    Xin Qiu                                            3        2        1        0       
17302    Abdurakhmon Sadiev                                 3        2        0        1       
17303    Eden Saig                                          3        3        0        0       
17304    Mark Herbster                                      3        0        3        0       
17305    Jianzhun Shao                                      3        2        0        1       
17306    Oliver Schulte                                     3        0        2        1       
17307    Adith Swaminathan                                  3        0        2        1       
17308    Zifan Song                                         3        2        0        1       
17309    Asterios Tsiourvas                                 3        2        1        0       
17310    Shohei Taniguchi                                   3        2        0        1       
17311    Alexandru Tifrea                                   3        3        0        0       
17312    Ba-Hien Tran                                       3        2        1        0       
17313    Boris Van Breugel                                  3        2        0        1       
17314    Filippo Vannella                                   3        2        1        0       
17315    Yucen Wang                                         3        2        0        1       
17316    Philip Schniter                                    3        0        3        0       
17317    Gerald Woo                                         3        2        0        1       
17318    Zuheng Xu                                          3        2        0        1       
17319    Wenjie Xu                                          3        3        0        0       
17320    Anlan Yu                                           3        2        0        1       
17321    Wenshuai Zhao                                      3        2        0        1       
17322    Baojian Zhou                                       3        2        0        1       
17323    Carles Balsells-Rodas                              3        2        0        1       
17324    Ben Adcock                                         3        2        0        1       
17325    Nick Dexter                                        3        0        2        1       
17326    Edith Cohen                                        3        2        1        0       
17327    Gholamali Aminian                                  3        2        0        1       
17328    Andrew Mccallum                                    3        0        2        1       
17329    David Saulpic                                      3        0        2        1       
17330    Vicente Balmaseda                                  3        2        0        1       
17331    Francesco Vaccarino                                3        0        2        1       
17332    Peter Triantafillou                                3        0        2        1       
17333    Guy Katz                                           3        0        3        0       
17334    Corinna Cortes                                     3        2        0        1       
17335    Maya Bechler-Speicher                              3        3        0        0       
17336    Samira Samadi                                      3        0        2        1       
17337    Sayan Bhattacharya                                 3        3        0        0       
17338    Lincan Cai                                         3        2        0        1       
17339    Lawrence K. Saul                                   3        0        3        0       
17340    Jannik Peters                                      3        0        3        0       
17341    Johan Ugander                                      3        0        3        0       
17342    Tarek F. Abdelzaher                                3        0        2        1       
17343    Tin Sum Cheng                                      3        3        0        0       
17344    David Belius                                       3        0        3        0       
17345    Zelei Cheng                                        3        3        0        0       
17346    Xinyu Xing                                         3        0        3        0       
17347    Myungsik Cho                                       3        2        0        1       
17348    Pierre Clavier                                     3        2        0        1       
17349    Julian Coda-Forno                                  3        2        0        1       
17350    Pascal Friederich                                  3        0        2        1       
17351    Guannan Qu                                         3        0        3        0       
17352    Yuhui Ding                                         3        2        0        1       
17353    Aleksandrs Slivkins                                3        0        3        0       
17354    Benjamin Eyre                                      3        2        0        1       
17355    Lang Feng                                          3        2        0        1       
17356    Xingyue Huang                                      3        2        0        1       
17357    Moritz Helias                                      3        0        2        1       
17358    Chenyin Gao                                        3        3        0        0       
17359    Guandong Xu                                        3        0        3        0       
17360    Sageev Oore                                        3        0        2        1       
17361    Sili Huang                                         3        3        0        0       
17362    Tyler Ingebrand                                    3        3        0        0       
17363    Fateme Jamshidi                                    3        2        0        1       
17364    Kyoungseok Jang                                    3        2        0        1       
17365    Stefan Stojanovic                                  3        2        0        1       
17366    Philip S. Thomas                                   3        0        2        1       
17367    Arvind Narayanan                                   3        0        2        1       
17368    Tianjun Ke                                         3        2        0        1       
17369    Amitabh Basu                                       3        0        3        0       
17370    Giovanni Neglia                                    3        0        2        1       
17371    Kelin Xia                                          3        0        2        1       
17372    Joowon Lee                                         3        3        0        0       
17373    Risi Kondor                                        3        0        3        0       
17374    Davide Legacci                                     3        2        0        1       
17375    Lester Mackey                                      3        0        2        1       
17376    Lan Li                                             3        2        0        1       
17377    Zifan Liu                                          3        2        0        1       
17378    Yichuan Mo                                         3        2        0        1       
17379    Langzhang Liang                                    3        3        0        0       
17380    Shengsheng Lin                                     3        3        0        0       
17381    Namrata Vaswani                                    3        0        3        0       
17382    Larry Han                                          3        1        2        0       
17383    Rossella Arcucci                                   3        0        3        0       
17384    Sanae Lotfi                                        3        2        0        1       
17385    Jan Ludziejewski                                   3        2        0        1       
17386    Sebastian Jaszczur                                 3        0        3        0       
17387    Sanchaita Hazra                                    3        2        0        1       
17388    Jose A. Lozano                                     3        0        3        0       
17389    Davide Maran                                       3        3        0        0       
17390    Sibylle Marcotte                                   3        3        0        0       
17391    Natalie Maus                                       3        2        0        1       
17392    Nimrah Mustafa                                     3        3        0        0       
17393    Aleksandra Nowak                                   3        2        0        1       
17394    Filip Szatkowski                                   3        2        0        1       
17395    Theodore Papamarkou                                3        2        0        1       
17396    Fabian Gieseke                                     3        0        2        1       
17397    Juan Carlos Perdomo                                3        2        1        0       
17398    Spandan Pyakurel                                   3        2        0        1       
17399    Keyue Qiu                                          3        2        0        1       
17400    Ossi Räisä                                         3        3        0        0       
17401    Aniket Murhekar                                    3        2        0        1       
17402    Ruta Mehta                                         3        0        2        1       
17403    Antoine Scheid                                     3        2        0        1       
17404    Leonardo Zepeda-Núñez                              3        0        2        1       
17405    Luis Scoccola                                      3        2        0        1       
17406    David Loiseaux                                     3        2        0        1       
17407    Carmela Troncoso                                   3        0        2        1       
17408    Zhongchang Sun                                     3        2        0        1       
17409    Nikita Tsoy                                        3        3        0        0       
17410    Ruo-Chun Tzeng                                     3        2        0        1       
17411    Po-An Wang                                         3        2        0        1       
17412    Haoqi Wu                                           3        2        0        1       
17413    Beilun Wang                                        3        0        3        0       
17414    Le Yu                                              3        3        0        0       
17415    Riccardo Zamboni                                   3        2        0        1       
17416    Yedi Zhang                                         3        3        0        0       
17417    Maksim Zhdanov                                     3        3        0        0       
17418    Yilan Chen                                         3        2        0        1       
17419    Zhengyu Zhou                                       3        2        0        1       
17420    Joel Daniel Andersson                              3        3        0        0       
17421    Moses Charikar                                     3        2        0        1       
17422    Sebastian Bordt                                    3        2        0        1       
17423    Adam Karvonen                                      3        2        0        1       
17424    Alexandre Capone                                   3        2        0        1       
17425    Sandra Hirche                                      3        0        2        1       
17426    Albert Gong                                        3        2        0        1       
17427    Zhikang Chen                                       3        2        0        1       
17428    Lisha Chen                                         3        3        0        0       
17429    Leonard Papenmeier                                 3        2        0        1       
17430    Tuan Quang Dam                                     3        3        0        0       
17431    Chunyuan Deng                                      3        2        0        1       
17432    Song Zuo                                           3        0        3        0       
17433    Jesse Davis                                        3        0        3        0       
17434    Kazuki Egashira                                    3        2        0        1       
17435    Jan-Willem Van De Meent                            3        0        3        0       
17436    Filip Ekström Kelvinius                            3        3        0        0       
17437    Rohin Shah                                         3        0        2        1       
17438    Futoshi Futami                                     3        2        1        0       
17439    Erik Waingarten                                    3        0        3        0       
17440    Anindya Sarkar                                     3        2        0        1       
17441    Hezhe Qiao                                         3        2        0        1       
17442    Christopher Kanan                                  3        0        2        1       
17443    Jinmin He                                          3        2        0        1       
17444    Aniket Das                                         3        2        0        1       
17445    Mathias Lécuyer                                    3        0        2        1       
17446    Shogo Iwazaki                                      3        3        0        0       
17447    Zeyu Jia                                           3        3        0        0       
17448    Amir-Massoud Farahmand                             3        0        3        0       
17449    Manolis Zampetakis                                 3        0        2        1       
17450    Hideaki Kim                                        3        3        0        0       
17451    Paul Valiant                                       3        0        3        0       
17452    Jiawei Fan                                         3        2        0        1       
17453    Yinghao Aaron Li                                   3        3        0        0       
17454    Mingyi Li                                          3        2        0        1       
17455    Sebastian Ament                                    3        2        0        1       
17456    Rajarshi Saha                                      3        2        0        1       
17457    Zaiwei Chen                                        3        2        0        1       
17458    Jingrun Chen                                       3        0        2        1       
17459    Xing Han                                           3        2        0        1       
17460    Shirley Zhang                                      3        0        3        0       
17461    Dongxiao Yu                                        3        0        3        0       
17462    Siqi Sun                                           3        0        3        0       
17463    Paulius Rauba                                      3        3        0        0       
17464    Domenic Rosati                                     3        2        0        1       
17465    Alessio Russo                                      3        3        0        0       
17466    Kristin E. Lauter                                  3        0        2        1       
17467    Mauricio A Álvarez                                 3        0        2        1       
17468    Vladimir Malinovskii                               3        2        0        1       
17469    Joe Suk                                            3        3        0        0       
17470    Johnny Xi                                          3        2        0        1       
17471    Muhammad Faaiz Taufiq                              3        2        0        1       
17472    Jintao Tong                                        3        3        0        0       
17473    Anthony Fuller                                     3        2        0        1       
17474    Aditya Varre                                       3        2        0        1       
17475    Rongzhe Wei                                        3        2        0        1       
17476    Yixuan Qiu                                         3        0        3        0       
17477    Rongzhen Wang                                      3        2        0        1       
17478    Yejiang Wang                                       3        3        0        0       
17479    Nevin L. Zhang                                     3        0        2        1       
17480    Yanbin Wei                                         3        2        0        1       
17481    Osvaldo Simeone                                    3        0        3        0       
17482    Wanchun Dou                                        3        0        2        1       
17483    Ning Gui                                           3        0        3        0       
17484    Yi-Fan Zhang                                       3        3        0        0       
17485    Sreenivas Gollapudi                                3        0        2        1       
17486    Paul Youssef                                       3        3        0        0       
17487    Kristina Gligoric                                  3        2        0        1       
17488    Yihan Zhang                                        3        2        0        1       
17489    Elita Lobo                                         3        2        0        1       
17490    Ali TehraniJamsaz                                  3        2        0        1       
17491    Ali Jannesari                                      3        0        3        0       
17492    ecprice                                            3        0        2        1       
17493    Gilles Louppe                                      3        0        2        1       
17494    Alexandre Defossez                                 3        0        2        1       
17495    Andrew Clark                                       3        0        2        1       
17496    Yuxin Sun                                          3        0        2        1       
17497    Julia Olkhovskaya                                  3        1        2        0       
17498    ZHAO-XIANG ZHANG                                   3        0        3        0       
17499    Sangwoong Yoon                                     3        3        0        0       
17500    Scott Pesme                                        3        2        0        1       
17501    Dongbo Bu                                          3        0        2        1       
17502    Melanie Schmidt                                    3        0        2        1       
17503    Robert Nowak                                       3        0        3        0       
17504    Ngai-Man (Man) Cheung                              3        0        2        1       
17505    Ahmed M. Alaa                                      3        1        2        0       
17506    Michael Beyeler                                    3        0        3        0       
17507    Zizhao Wang                                        3        2        0        1       
17508    Ismail Ceylan                                      3        0        2        1       
17509    Tatsunori B Hashimoto                              3        0        2        1       
17510    Arun Jambulapati                                   3        2        0        1       
17511    Qijian Zhang                                       3        2        0        1       
17512    Justin Romberg                                     3        0        2        1       
17513    Stephen Pasteris                                   3        3        0        0       
17514    Jan R Peters                                       3        0        3        0       
17515    Moritz Haas                                        3        2        0        1       
17516    Nisarg Shah                                        3        0        3        0       
17517    Alexander Modell                                   3        2        0        1       
17518    SueYeon Chung                                      3        0        3        0       
17519    Tzu-Heng Huang                                     3        2        0        1       
